u0_atom,molecules
-1475.84,C#CC[CH][N]NC
-974.5,NCCO
-1762.72,CC#CC=C(C)C
-1710.52,COCC=CCN
-1388.07,CCC#CC(=O)O
-1507.43,CCN(C=O)OC
-1447.42,C#CC#CC=CC
-1541.05,CC=COC(C)=O
-1790.38,C=C(CN)CCN
-1858.9,CNC(C)C(C)O
-1371.98,CON=C(C)C=O
-1532.81,C1CC2OCC1O2
-1317.52,C=C1CCN=CN1
-1388.73,C=CC(=C)OC=O
-1539.97,CNCCOC=O
-1010.86,CC#CC
-2191.69,C[C]CCCCC
-1277.77,C#CC(CO)=NN
-1583.42,C#CCC#CCC
-1866.72,CC(C)C(N)CO
-1599.7,CCCC(O)C#N
-1720.81,CC(=CCO)CN
-1576.15,CC([CH][N]O)CN
-1732.85,NCC1CCCO1
-1570.27,CNC(C)[CH][N]O
-1720.9,CC(=CCN)CO
-1395.1,C#CCONC=O
-1563.94,CCNC(=O)OC
-1562.49,C=C(CN)C(=O)O
-1464.84,C#CC(O)CC#N
-1553.05,C#CC=CC(C)O
-1391.77,CCCOC
-955.38,C#CC#CC=O
-1753.66,C#CC(C)(C)NC
-1550.55,C#CC(=C)CCO
-1296.14,C=C(C)S(C)(=O)=O
-1326.82,C=CC#CCN
-1595.3,COCCNC=N
-1659.76,CCN(C)CC#N
-1316.78,CC(CC#N)=NO
-1466.42,NCCCNC=O
-1787.98,CCC(O)COC
-1341.6,[CH2]C=C[N]NC
-1671.43,NC(CO)CCO
-1443.62,C=CCOCC#N
-1354.37,C[CH][N][N][CH]C
-1860.3,CNCCCCO
-1426.35,CC(=O)NCC=O
-1222.68,C#CC(C=O)C=O
-1551.17,C=CC(O)C#CC
-1599.87,C=CCN(C)C=O
-1656.1,C=CC(=NC)NC
-1218.35,C=C(C=O)OC
-1724.96,COC(CN)CN
-871.86,C#CCN
-1603.51,CCCN(N)C=O
-1026.67,C=CC(=O)C#N
-1254.62,C=COCC
-1477.68,[CH2][N]NCC#CC
-1254.89,O=CC1CC=NO1
-1774.82,[CH2][N]NC(C)CC
-1345.93,C#CCOCC=O
-1586.9,C#CC(C)(C)C#C
-1167.69,CCC(N)=O
-1123.74,C#CC(=C)C=O
-677.16,CC=O
-1723.94,C=CC(=O)C(C)C
-1619.65,CNCC(=O)NC
-1634.75,C=CC(OC)OC
-1317.18,[CH2][N][N][CH]C(C)=O
-1565.58,C=CC(CN)CO
-1425.91,CC(=O)CNC=O
-1739.3,N#CC(=O)C=CN
-1618.35,C#CC(N)C(=C)C
-1779.66,C=CC#CCC#N
-1541.95,C=CC#CCOC
-1694.5,[CH2][N]OCC(C)C
-1566.16,C=C(C)C(C)=NO
-1614.51,C#CC=CC(=C)C
-1548.93,CC(CN)OC=O
-1542.16,CCC(C#N)=CN
-1919.15,CC(CN)N(C)C
-1443.77,N[N][CH]CCCO
-1684.45,C#CCC(C)OC
-1652.48,COCOCCN
-1805.44,CC(C)CNC=N
-1754.98,CC#CCC=CC
-1447.98,CC1ON=CC1N
-1150.82,C#CC(=O)NC
-1365.93,N#CCCCCO
-1617.24,C=C(CC)C(N)=O
-1801.31,CC[N][CH]NCC
-1383.16,CC(C)OC=O
-1524.4,CC(O)C=CC=O
-1486.5,O=C1CN=CNC1
-1572.81,CC(N)CCO
-1655.43,CCOC(C)C=O
-1760.86,CC(C)CC(N)=O
-1275.06,NCC(N)CCO
-1416.53,N#CCCNC=N
-947.54,C#CC#CC
-1651.98,CCCOCC=O
-1355.73,COCCC=O
-1355.23,CC1=NNCC=C1
-1857.21,COCC(C)(C)N
-1934.12,C=C1CNC(=S)N1
-1475.08,NC(=O)C#CC=O
-1311.11,CC(C#N)[CH][N]O
-1448.88,C#CC1=N[N]S[CH]1
-1357.2,C=C1C=CC(=O)N1
-1508.07,CC(C)(O)[CH][N]O
-1355.33,C#CCC(=N)NO
-1086.74,C#CCOC
-1562.12,[CH2][N]N(C)CCO
-1630.09,[CH2][N]NC(C)C=C
-1914.18,CNCCN(C)C
-1796.31,CC(C)C(O)CO
-1532.34,C=C(C)COC=O
-1789.77,C=C(CN)C(C)N
-1555.44,C=C(C)C(C)O
-1862.87,NCCCCCO
-1937.43,N=C(N)C#CCO
-1694.24,CC(C)C#CCO
-1577.93,C=CCC=CC=O
-1420.3,C=C(CN)OC
-1868.74,CCC(=O)C(C)C
-1337.15,C#CC(C=C)=NN
-1472.15,C[CH][N]N(C)C
-1536.12,CCC(=O)CC=O
-1483.47,CCC[CH][N]N
-1159.98,C=C(C#N)CO
-1853.29,CCN(C)CCO
-1548.19,C=COCC#CC
-1402.64,CC(C)(C#N)C#N
-1861.53,CC(C)NCCO
-1758.38,CC=CC#CCC
-1361.25,O=CCC#CCO
-1065.62,C=C(C)C#N
-1870.48,CC(N)CC(C)O
-1269.98,CC#CCC=O
-1283.41,CS(=O)(=O)C=CN
-1658.24,CCC=CCCN
-1384.56,C#CC(C)C(=O)O
-1233.64,O=CCCC=O
-1799.27,CC(O)CC(C)O
-1466.53,C=CCO[CH][N]N
-1264.86,N#CC=CCC#N
-1400.71,[CH2][N]OC(C)C
-1785.66,CCC(CO)OC
-1848.06,CC=COC(C)C
-1781.15,C=CC(CN)NC
-1489.23,CN=C(C)NC=O
-1701.38,CC#CCC(C)O
-1907.89,C=CC(=C)CCC
-1512.27,C=CC(=O)COC
-1179.93,C#CC#CC=NN
-1708.82,CCC(CC)=NO
-1984.66,CCCC(C)OC
-1342.26,N=C(N)CCCO
-1504.67,NCCOCCN
-1364.02,CC#CC(O)C=O
-1161.87,C#CCNC
-1536.06,C=CCOC(C)=O
-1914.32,CC=CCCNC
-1759.92,CCC#CCNC
-1544.61,C=C(C)COC
-1396.99,C#CC(C)CO
-1842.09,COCC=C(C)C
-1801.8,C[N][CH]NC(C)C
-1920.18,C#CC#CCC#N
-1391.34,C#CC(C)O[N][CH2]
-1568.04,CC[CH]C=C[N]O
-1345.16,C#CC(C=O)OC
-1528.09,CNC(C=O)CO
-1581.3,CNN=C(C)CO
-1500.81,CC#CC(O)CO
-1367.41,C#CCC(=O)CO
-1169.72,C#CCC[CH][N]O
-1526.4,OCCNCCO
-1912.98,C=CCCC(N)=O
-1495.74,CC(C)=CCC#N
-1239.32,C=CNS(C)(=O)=O
-1748.32,C#CCC=CCC
-1124.33,NC(=O)C#CCO
-404.88,C#C
-1602.66,CCC(C#N)CO
-1551.72,C#CC=CCCO
-1573.35,CC(C)OC(N)=O
-1362.13,C#CCS(C)(=O)=O
-1360.43,COCC(C)=O
-1721.15,C=COC=CCN
-1446.63,C#CC#CC(=C)C
-1180.16,N#CC1=NOCC1
-1933.52,CCCC(N)CN
-1748.27,CCN(C)C(C)=O
-1627.1,[CH2]C=C[N]N(C)C
-1760.89,C#CC(N)CCC
-1853.5,COCCCCN
-1801.73,C=C(C#N)C(C)C
-1866.44,CCC(O)C(C)N
-1766.6,CCCCCN
-1790.19,COCC(C)(C)O
-1692.38,CCOC(C)C
-1292.28,COC(C)C#N
-1784.25,CCCC(C)=NN
-1293.47,N#CC=CCCO
-1380.83,C=CC(C=O)C=O
-1909.4,C=CC(C)=C(C)C
-1254.11,C=NNC=CC#N
-1256.77,C=CC(C)O
-1451.06,CC(=O)N(C)C
-1459.28,C#CC#CCCN
-1639.68,CCCNC(N)=O
-1735.08,CC1OCCC1N
-1495.0,NCC=CCN
-1613.13,C=CC#CC(=C)C
-1551.22,COC(=O)CCN
-1426.77,C=CC1C=NOC1
-857.15,N#CC#CC=O
-2056.68,CNCC(C)(C)C
-1062.9,C=CCC#N
-1458.99,C#CC=C(C)C
-1565.9,CC(N)CC(=O)O
-1584.35,NCCCOC=O
-1692.21,C#CC(C)C(C)O
-1632.12,C#CC(CN)CN
-1614.65,CC(=N)NCCO
-1571.09,CC=CC(C)=NO
-1503.76,C#CC(=N)NCC
-1507.55,CC(C)O[CH][N]O
-1634.78,CCS(=O)(=O)CO
-1617.04,C=CCNCC
-1623.94,CNCCNC
-1130.81,CC=CS(N)(=O)=O
-1858.76,CCOC(C)CN
-1508.75,[CH2]C=C[N][N][CH]C
-1920.97,C=CC(C)(C)C#N
-1414.1,C=CC(N)C(=O)O
-1456.12,CN[N][CH]C(C)=O
-1340.19,C=COCCCN
-1661.49,N#CCNCC=O
-1486.3,CCOCOC
-1576.84,CC(C)(N)[CH][N]O
-1701.38,C=CCC(=C)OC
-1409.62,O=C1CCCC1=O
-1733.79,CC1(N)CCOC1
-1777.36,C=CC(=C)C(C)N
-1515.32,C=COCCC=O
-1456.32,[CH2]C(=C[N]N)CO
-1340.23,C#CC[CH][N][N][CH2]
-1204.54,[CH2]C(=C[N]O)CO
-2050.36,CCC=CC(C)C
-958.05,C=CCO
-1205.73,[CH2]C=C[N][N][CH2]
-1564.18,C=CS(=O)(=O)C=C
-1615.99,C#CC(N)CC=C
-1267.3,CCS(C)(=O)=O
-1861.66,CNCC(C)(C)O
-1368.02,CC(=O)C#CCO
-1426.76,C#CC(=O)CNC
-1670.74,CCC(=O)CCO
-1476.44,CC(C)=NNC=O
-1581.87,CC(C)S([O])([O])O
-1789.0,CCOCCCO
-1268.01,CCC#CC=O
-1781.97,CCCOCOC
-1062.67,C#CC=CC#N
-1764.8,C1CC1NC1CC1
-1210.27,CCCC#N
-1921.33,CC#CCC(C)N
-1191.43,CC#C[CH][N]N
-1494.09,C#CC(C)(O)CO
-1450.2,C[CH][N][N][CH]CO
-1400.72,C=C1C=NN=CC1
-1373.31,C#CC(C)OC=O
-1869.0,CCCC(=O)CC
-1249.91,C#CC=COC
-1916.15,CC=CCNCC
-1789.61,C=CCC(N)CN
-1428.68,C#CC=CC(C)=O
-1688.85,CCC(C)OC
-1545.23,C#CCCOC=C
-1919.48,CCC=C(C)CN
-1306.57,CC(C#N)CO
-1854.36,CCC(CN)OC
-1713.92,OCC1=NOCC1
-1557.08,C[N][CH]N(C)OC
-1302.67,CCO[N][CH]C#N
-1921.53,CCNCCNC
-1640.13,COCC=CCO
-1578.73,C=C(C=O)C=CC
-1934.81,CCC(N)C(C)N
-2047.58,C=C(C)C(C)(C)C
-1549.57,[CH2][N]OC(C)C=C
-1793.06,CCN(C)[CH][N]C
-1587.07,CNCC=CC=O
-1906.02,C=CCN(C)CC
-1366.32,C=CN(C=O)OC
-1638.41,C=CCC(C)=NN
-1790.97,CC(C)CCC#N
-1789.35,CC(C)OCCO
-1249.8,CC[CH][C][C](C)C
-1750.8,C#CC(=C)CCC
-1498.71,CC(CO)CO
-1665.67,CC=CC(=N)NC
-1554.42,C=CC(C)(C)O
-1418.7,C=CCN(O)C=O
-1553.09,C=CC(C)CO
-1651.85,C=C(CO)C(C)O
-1249.26,CCCNC(N)=S
-1483.97,C[CH][N]NCC
-1661.41,CC=CCNC=N
-1798.5,CCC[N][CH]NC
-1254.73,C=CC#CCO
-1337.21,C=CN(C=N)C=O
-1335.92,C=CCOC(N)=O
-1123.32,C=CCC=O
-1389.49,CC(C)C(=O)O
-1312.5,C#CC(=C)C=C
-1552.78,COCCC(N)=O
-1754.03,C=C(C)CCC
-1523.27,C=CC(=C)C(=N)N
-1934.31,CCC(C)(N)CN
-1546.75,C#CCC(=C)CO
-1695.8,C#CCC(C)(C)O
-1562.66,[CH2][N]NCCOC
-1756.68,CCCNC(C)=O
-1703.41,C=CCC(=C)CO
-1480.26,CN=C1NCCO1
-1409.78,CCC[CH][N]O
-1781.3,C=CC=C(C)CN
-1860.2,CC(C)C(C)C=O
-1847.05,C=CCC(C)CO
-1924.57,CCC(CN)NC
-1554.92,C=C(C)OCC
-1305.65,CON=C(C)C#N
-1568.98,C#CCCC(C)=O
-1849.75,CNC(C)COC
-1850.64,C=C(CC)C(C)O
-1338.76,COC(N)=CC#N
-1074.69,C#CCOC=O
-1795.38,CC(O)CCCO
-1784.7,CNCC=CCN
-1481.01,C#CC(CC)=NN
-1356.95,CC(C#N)NC=O
-1293.7,CC(C)S(C)(=O)=O
-949.91,N#CC=CN
-1299.28,[CH2][N]OC(C)C#N
-1481.5,C#CC(CO)OC
-1068.2,C#CC(=O)CO
-1927.05,CNC(C)CCN
-1605.15,CCC(=O)N(C)N
-1460.05,C#CCCNC
-1896.03,CCCC(C)C
-1098.8,C#CC([CH2])=C[N]O
-1660.82,C=CCCNC=N
-1318.45,C=CC=CC
-1550.5,[CH2][N]OCC(=C)C
-2048.73,C=C(CC)CCC
-1584.46,CCC(=NO)NC
-1170.86,CCC(=O)C#N
-1163.19,C=CC#CC
-1410.52,CC(C)[CH][N]O
-1421.32,C#CCC(=O)C=C
-1898.54,CC#CC(C)(C)C
-1794.17,C=CS(=O)(=O)CC
-1914.16,CCC=CCNC
-1551.09,[CH2][N]OCC=CC
-1362.61,C=COC(C)=NO
-879.38,CCN
-1926.68,CNCCCCN
-1913.58,C=C(CC)CNC
-1633.17,CCC(N)C(N)=O
-1639.68,[CH2]C=C[N]NCC
-2048.01,C=C(CC)C(C)C
-1378.22,CC#CCOC=O
-1779.04,CC[CH][N]NCC
-1204.12,C#CCCC#N
-1498.75,CO[N][CH]C(C)O
-1841.25,CC=CCCOC
-1563.15,CO[N][CH]N(C)C
-1230.86,CCC(C)C(C)C
-618.72,CC#N
-1572.85,CCC(O)CN
-1370.6,C=CC1OCC1=O
-1680.84,CCCC(=O)OC
-1637.73,CCC(N)CN
-1859.97,CCOCC(C)N
-1249.4,[CH2][N][N][C](C)C#N
-1405.24,CC#CC#CCO
-1580.85,C=CC(=C)C(C)=O
-1356.56,C#CC(=C)CC#N
-1667.49,CCNC(C)C#N
-1517.35,C=CC(C#N)NC
-1571.76,CC#CC(=O)CC
-1653.82,CC(C)OCC=O
-1158.13,C#CC=CC
-1362.1,C#CCNCC#N
-1393.45,COC(C)C
-1988.56,CCOC(C)(C)C
-1920.55,CC=CC(N)CC
-1626.31,CC(C)=CCN
-1621.02,C#CC(=C)C(C)N
-1632.8,NCC#CC(N)=O
-1991.34,CCCC(C)CO
-1426.32,C=CC(O)CN
-1929.2,CC(C)NCCN
-1618.56,CC=CCNC
-1374.78,C#CC(=O)OCC
-1851.04,CN(C)CCCO
-1554.23,CC(CO)NC=O
-1702.77,C=COCC(=C)C
-1990.38,CCC(CC)CO
-1640.74,NCCC(O)CN
-1724.16,C=C(C)C(N)CO
-1908.46,C=C(C)CC(=C)C
-2050.7,CCCN(C)CC
-1380.87,CC(=O)C[CH][N]O
-1528.38,C=CC(=O)C(C)O
-1605.74,C=C(C)N(C)C=O
-1220.99,C1=CCNN=C1
-1709.28,C=CC(N)COC
-1991.95,CCCCCCO
-1524.61,C=C(C=O)C(C)O
-1329.52,CC(C#N)=CC=O
-1665.58,CCC(C#N)NC
-1572.79,COCC[CH][N]N
-1280.19,CC1CC=NO1
-1700.73,C=COC(C)C=C
-1710.69,C=C(C=CC)CO
-1624.43,CNCCC(N)=O
-1797.88,CCC(C)(O)CO
-1227.99,C#CCC(=O)C=O
-1851.37,C=CC(C)(O)CC
-1398.71,C#CC(C)=NOC
-1862.12,CC(CN)CCO
-2058.35,CCNCC(C)C
-1320.98,CC1=NN=CCO1
-1733.0,CNCCC(C)=O
-1424.25,C#CC(=O)C=CC
-1515.35,C=CN(C=C)C=N
-1802.28,CCC(C#N)CC
-1664.11,CC1OCCC1O
-1703.61,C=COC=CCC
-1624.97,CNC(=O)CCN
-1561.87,C#CCCCC=O
-1457.08,NCC(O)CCO
-1402.97,CCC(C)O
-1585.99,CC(O)C[CH][N]N
-1669.35,CC(O)C(N)CO
-1434.72,[CH2]C(=C[N]O)CN
-1749.39,C#CCCC(=C)C
-1456.42,C#CC(C)=CC
-1627.89,CNC(=O)C(C)N
-1415.77,[CH2]C([C]C)CCC
-1523.34,CCC(=O)N(C)O
-1564.22,NCCC(O)CO
-1553.14,COC(C)C(N)=O
-1851.45,CCC=C(C)CO
-1393.37,C=COC(=O)C=C
-1566.53,CC(CN)CO
-1434.12,[CH2]C(=C[N]N)OC
-1766.81,C=CC(C=C)NC
-1573.02,CC(C)(N)CO
-1513.04,C=C(C=O)COC
-1435.39,CNC1C=NOC1
-1458.09,C#CC#CC(C)N
-1450.99,C#CC(C#C)=CC
-1162.12,N#CC=CCO
-1776.51,CC=CCCC#N
-1467.24,C=NN(C)C(C)=O
-1624.59,CN(C)CCN
-1757.68,C#CCCNCC
-1860.48,CCNCC(C)O
-1414.51,CNC(=N)CC#N
-1446.21,C[CH][N]NCC=O
-1911.04,C=CC(C)CNC
-1897.8,CCC#CC(C)C
-1750.24,C#CCC=C(C)C
-1441.86,CC(C=CN)=NO
-1780.07,CCCC[CH][N]N
-1916.81,C=C1CN2CC1C2
-1720.72,C=C(CN)C(C)O
-1774.48,C=CCC(=C)CN
-1704.91,CCON=C(C)C
-1329.48,CNCC(=O)C#N
-1538.75,C=C(C)C(=O)OC
-1088.85,CC(=O)S(C)(=O)=O
-1596.57,C#CCC(C)C
-1864.42,CC1CCOC1C
-1706.13,C=C(C)C(=C)CO
-1432.42,C=C(C)N=CNO
-1681.81,C#CC(CC)OC
-1667.04,CNC(C)CC#N
-1532.12,C=CC(C)OC=O
-1479.11,CN(C)C=NC=O
-1576.73,C=C(C)C(=C)C=O
-1607.19,CCNNC(C)=O
-1623.7,C#CC=C(C)CN
-1490.72,CC#CC(C)=NN
-1365.48,C=CS(=O)(=O)C=O
-1371.65,CC1OCC=NO1
-1847.41,C=COC(C)(C)C
-1671.52,CC(=O)C(C)(C)O
-1710.51,C1COC2CC2C1
-1366.65,C#CC(=O)C(C)O
-1500.52,C[CH][N]OCCO
-1624.53,C=CCC(=N)NO
-1521.26,C=C(OC)C(C)=O
-1350.24,C=CO[CH][N]OC
-1392.94,C=CC=COC=O
-1504.27,CC(O)C(C)O
-1761.92,C#CC(C)(C)CN
-1380.76,C=C(C)N(O)C=O
-1359.55,CNC(=O)CC#N
-1777.47,[CH2][N]NC(C)(C)C
-1853.35,CC(CO)N(C)C
-1560.72,C#CC(N)=CC=O
-1574.47,CCONC(C)=N
-1328.89,CC=CCN
-1567.19,CO[N][CH]CCN
-1313.99,CC(=O)C=CN
-1689.02,CC#CCOCC
-2055.72,CCC(C)(C)NC
-1464.5,CCCC(N)=O
-1853.67,CC(C)=CC(C)O
-1671.11,CC(=O)C(C)CO
-1921.19,C=CC(C)=CCN
-1493.94,[CH2][N][N][CH]CCO
-1506.88,CC#CCNC=N
-1365.72,COC1CC=NO1
-1600.25,CC(C)C(O)C#N
-1466.65,C#CC(C)(C)N
-1554.75,C=CCC(C)O
-1850.18,C=CCCC(C)O
-1648.5,C=C(CCO)OC
-1564.59,CNCCCO
-1310.11,[CH2][N][N][CH]CC=O
-1708.57,C=C(C=CC)OC
-1453.25,N#CCC=CCO
-1490.92,C#CC(CO)CO
-2061.92,CC(N)C(C)(C)C
-1474.75,C=CC=CC=C
-1426.12,C1=NOCCNC1
-1702.37,C[CH][N]OC(C)C
-1497.98,CCOC[CH][N]O
-1767.49,CCC#CC(C)N
-1628.79,C=CCC(C)C#N
-1785.21,CCOCOCC
-1556.24,CC=CC(C)O
-1860.65,CCC1CCOC1
-1852.56,CC=C(C)C(C)O
-1755.73,CCC=C(C)C
-1622.6,C=CC(C)(C)N
-1658.1,C=C(C)C(C)C#N
-1510.6,CC(CCO)=NO
-1749.77,C#CC(=C)C(C)C
-1617.73,CC=CCC(N)=O
-1226.07,C=C(C=O)CO
-1368.78,CCO[N][CH]C=O
-1752.37,C#CC(=CC)CC
-2050.47,C=C(C)CC(C)C
-1095.1,O=CC=CC=O
-1442.24,C#CC#CCC=C
-1131.72,CNCC=O
-1699.71,C=CCC=COC
-1433.09,C=CO[CH][N]NC
-1199.56,C#CC(C)C#N
-1478.87,C#CCC[CH][N]N
-1586.91,CC(=NN)C(C)O
-1920.35,CNCC(C)NC
-1072.55,C#CC1=NOCO1
-1934.67,CC#CS([O])([O])O
-1540.83,CC=CC(=O)OC
-2062.9,C=C(CN)C(C)C
-2050.74,CCCCN(C)C
-1578.67,[CH2][N]NCC(C)O
-1648.69,C=CC(CO)CO
-1343.55,[CH2]C(C)=C[N]N
-1423.2,CC=CCC=O
-1650.58,C=COCC(C)O
-1464.9,C=C1CC=CC1=O
-2046.71,C=CC(CC)CC
-1868.72,CCCC(O)CN
-1618.0,C#CCC(=C)CN
-1476.28,C#CCN[N][CH]C
-1561.0,C#CC(C)(O)CN
-1658.75,C=CC(C)NC=N
-1312.26,C=C(CO)C(=N)N
-1926.0,CNCC(C)CN
-1565.57,C#CC(C)(N)CO
-1869.11,CCCCC(C)=O
-1478.64,[CH2][N]NCCC
-1630.44,[CH2][N]NCC(=C)C
-1543.69,C#CCC(=C)OC
-1370.03,CCNCC#N
-1507.42,C#CCCNC=N
-1472.88,C=CC=CC(N)=O
-1264.5,C=CC(C)=NO
-1445.16,[CH2][N][N][CH]C(C)O
-1932.33,CC(N)C(C)CN
-1248.43,[CH2][N][N][CH]CC#N
-1577.14,CN[N][CH]C(C)O
-1310.13,C=CCC=C
-1283.06,O=CC1C=NOC1
-1436.2,CC=CN=CNO
-1032.07,N#CC=CC=O
-1554.71,C=CC#CCCO
-1361.99,C=CCNC=N
-1721.94,CC(O)C=CCN
-2055.72,CNC(C)C(C)C
-1605.63,CN=CNCCO
-1850.01,CCCC=CCO
-1237.84,C=CC1=NOCO1
-1708.93,C=CC(CN)OC
-1710.57,C=CCC(O)CN
-1411.31,C=CC(=C)CO
-1751.92,C#CC=CCCC
-1983.95,COC(C)C(C)C
-1624.83,CC(CN)NC=O
-1446.43,CC1(N)C=NOC1
-1247.44,C=C(C)C(=O)O
-1518.39,C=C(C)CCCN
-1605.65,CC(N)=C(C)C=O
-1423.32,CC=CC#CC=O
-973.32,CCC=O
-1323.22,C#CC(=C)CN
-1514.13,C1=CCOCOC1
-712.42,CC
-1984.45,COCC(C)(C)C
-1840.96,C=C(C)CCOC
-1530.41,CNCC(O)C=O
-1629.05,CC(=O)NCCN
-1656.58,COC1CCCO1
-1581.66,CC(C)C(=N)NO
-1240.08,[CH2]C=C[N]OC=O
-1902.2,C=CCC(C)C=C
-1768.22,CCC#CCCN
-1466.12,CNC(C)C
-1685.32,CCC#CCOC
-1913.01,C=CCCNCC
-1331.28,C=C(C#N)C(C)=O
-2056.74,CCCC(C)NC
-1455.67,CC=CC(O)C#N
-980.76,C1=NOCC1
-1514.31,C=CC(C=O)CO
-1419.2,N#CCCC(N)=O
-1377.11,CC1(O)C=NOC1
-1494.99,CCC(=N)NC=O
-1665.8,CCCC(O)C=O
-1524.76,C=CC(=O)CCO
-1224.22,C=CC=CC#N
-1615.75,C#CC(C=C)CN
-1327.3,C=C(C)CN
-1606.45,C=CCCNC=O
-1520.72,C#CC(C#N)=CC
-1781.77,CC(C)(C)[CH][N]N
-1916.03,C=C(C)CNCC
-1904.97,C=CC(C)C=CC
-1863.9,CC1COC(C)C1
-1760.97,CCC(C)NC
-1439.4,CC=CO[CH][N]N
-1563.58,CC=CC[CH][N]O
-1689.49,CC#CCCOC
-1306.83,CC(C)(O)C#N
-1187.29,C#CC(C#C)=NN
-1298.51,C#CC(=O)CC#N
-1443.59,NCC1C=NOC1
-1385.93,C#CCOCC
-1470.05,CCC#CCN
-1646.73,COC=CC(C)O
-1754.18,CC=CCCC
-1774.27,[CH2][N]NCC(C)C
-1738.8,CC(N)C(N)CO
-1375.19,C#CC#CCOC
-1431.15,CC#CC=CC=O
-2047.11,C=CC(C)CCC
-1151.7,C#CC(=C)C#C
-1486.41,C=CC(N)C(N)=O
-1990.67,CC(C)C(C)CO
-1364.82,CCC=CC#N
-1755.04,CC=C(C)CC
-1488.72,[CH2][N]OCOCC
-1630.2,C#CC(N)C(C)N
-1600.89,CCCNNC=O
-1867.81,CC(=O)C(C)(C)C
-1226.73,C1=NOC2(CC2)O1
-1514.01,COC=CCC=O
-1109.98,C=COC=C
-1113.95,CC#C[CH][N]O
-1099.75,C#CC(C)O
-1662.2,OCC1CCCO1
-1465.07,C#CCNCCO
-1422.33,CNC(=O)CC=O
-1263.4,C#CC(=NC)NO
-1725.56,CNCC(C)C=O
-1920.21,CCN(C)CCN
-1579.28,C=C(C)S([O])([O])O
-1434.93,CNCC(C)=O
-1459.37,C#CCC(N)C#C
-1624.58,CC=CC(C)CN
-1848.92,CNCC(C)OC
-1234.76,N=C1C=CC(=O)N1
-1381.23,CC#CC(=O)OC
-1375.33,CCC(=O)CO
-1237.65,CC=COC=O
-1845.23,COC=CC(C)C
-1621.18,C#CC(=CC)CN
-1346.56,CN(C)C(=O)C#N
-1375.68,CCC(C=O)=NO
-1928.05,CNCCC(C)N
-1503.7,CC(C)(O)CO
-1927.35,CNC(C)C(C)N
-1919.56,C=C(C)C(N)CC
-1291.01,C#CC(C)C#C
-1070.7,CNCC#N
-2049.55,CC=C(C)C(C)C
-1322.1,C=C(C)C(N)=O
-1385.49,C#CCCC(=O)O
-1423.43,C#CCNC(N)=O
-1573.5,c1snc2c1OC2
-1694.05,[CH2][N]OCCCC
-1555.53,CCNCC(=O)O
-1221.07,C=CS(=O)(=O)C#N
-1507.23,CC(C)CC#N
-1247.8,C#CC(O)C=C
-1431.46,C=CC(N)[CH][N]O
-1723.63,CCCC=CC=O
-1473.63,C1OC2CCC2O1
-1625.46,CC(N)CNC=O
-1787.78,CCCOCCO
-1919.24,C=C(C)C(C)CN
-1408.81,CC(C#N)NC=N
-1678.57,CC(C)(C)OC=O
-1575.71,OCCC[CH][N]O
-1259.44,C#CC#CC(C)=O
-1608.86,C=CN(C)C(C)=O
-1187.63,C#CC(C)=NN
-1477.44,COCCOC
-1416.11,C=CC(=O)C(N)=O
-1664.61,CC(C)C(O)C=O
-1983.72,CCC(CC)OC
-1754.9,CCCN(C)C
-1692.83,C#CC(CC)CO
-1265.0,C#CC(=O)C#CC
-1686.67,CCC1=N[N]S[CH]1
-1268.07,CC(C#N)=CC#N
-1660.53,COCCC(C)=O
-1710.27,C=C(CNC)OC
-1306.23,CC#CCC
-1333.46,C=CCNCCO
-1264.37,C=CC[CH][N]O
-1520.67,CC(C=O)=CCO
-1102.46,[CH2][N]OCC
-1310.34,CC(N)=CC=O
-1657.63,CCC=CC(C)N
-1589.94,C#CCC(C)C#C
-1287.12,C=CC=CC=O
-1418.92,C#CC(O)C(=N)N
-1467.66,CC(C)C(=O)C#N
-1625.64,C#CC(CN)NC
-1066.53,C#CC(C=O)=NO
-1654.0,C[CH][N][N][C](C)C
-1582.74,CCC(O)[CH][N]N
-1452.85,COC=CCC#N
-1615.95,C#CC=CC=CC
-1496.89,CCO[CH][N]OC
-1851.04,C=C(C)C(O)CC
-1783.54,COCOC(C)C
-1435.09,CCC(=O)C(N)=O
-1487.22,NCC=CC(N)=O
-1716.0,COC=CC(C)N
-1420.36,C=CCNC(N)=O
-1602.28,CC#CCCC
-1357.28,C=CCCCC#N
-1365.5,OC1CCOC1
-1502.54,C=COC(=C)CO
-1550.87,C=C(CC)OC
-1505.56,C=CC(C=O)OC
-1446.08,CN[N][CH]CC=O
-1931.62,CC(C)(CN)CN
-1851.51,CCOCCNC
-1898.25,CC#CCCCC
-1430.49,CCN(C=O)C=O
-1177.16,CC(C)N
-1270.06,CC(C)C=O
-1427.72,C=CC#CC(C)=O
-1608.06,CC=CN(C)C=O
-1708.19,CC=CC=COC
-1366.75,O=CCCCO
-1445.52,C=COC(C)=NN
-1197.11,C#CC(=NO)OC
-1390.28,CCCC(=O)O
-1654.94,CCOCCC=O
-1708.45,C=CC=COCC
-1730.64,CC=C(C)C(C)=O
-1605.92,C#CCC(=C)C=C
-1529.72,C=C(C)C(=O)CO
-1401.12,CC(C)CO
-1390.93,O=CC=CCC=O
-1709.94,C=CC=CCCO
-1611.5,CC(C)C(=O)NN
-1494.51,C=COCC(N)=O
-1409.0,C=CCC(=O)NO
