mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
2.0377,73.38,-0.2207,-0.0263,0.1945,1234.2094,0.136641,-455.118545,-455.110206,-455.109262,-455.151929,31.343,O=C1CNCC(=NO)C1
6.0957,73.4,-0.2438,0.0111,0.2548,1230.6914,0.148991,-435.267719,-435.259076,-435.258132,-435.301346,31.795,CC(CO)c1cnn[nH]1
11.6833,71.02,-0.211,-0.0716,0.1394,1342.4026,0.122573,-471.254799,-471.245631,-471.244687,-471.289789,32.28,CC(=[NH2+])NC(=N)C(=O)[O-]
1.3491,84.46,-0.2119,0.0008,0.2127,1278.802,0.171096,-399.356438,-399.346803,-399.345858,-399.392265,33.928,CCN1C=NCC1=NC
2.9743,65.21,-0.2844,-0.0942,0.1902,1069.392,0.087475,-489.885193,-489.877291,-489.876347,-489.918645,28.132,Cc1noc(=N)oc1=O
4.3687,89.06,-0.2462,0.0238,0.2701,2794.634,0.204932,-384.481653,-384.470475,-384.469531,-384.519466,38.54,CCCCCNCC#N
3.2215,78.04,-0.1988,-0.0343,0.1645,1045.5902,0.147852,-397.98613,-397.978211,-397.977266,-398.018385,30.915,CNC12CN=C3NC1C32
3.0763,73.84,-0.2267,0.0577,0.2844,1032.2836,0.159834,-422.963149,-422.955494,-422.95455,-422.995115,30.638,CC1C(O)C2C3OC2C13
0.1313,99.1,-0.2866,0.0788,0.3654,1563.9323,0.273169,-354.769523,-354.757294,-354.75635,-354.806703,45.777,CCC(C(C)C)C(C)C
1.3672,81.83,-0.2235,0.014,0.2376,1045.6831,0.161752,-382.021145,-382.01375,-382.012806,-382.052918,29.948,C1=CC2(CN2)C2CN2C1
1.3443,62.26,-0.2399,-0.0822,0.1577,1238.1701,0.126384,-420.898998,-420.889445,-420.888501,-420.934429,32.003,CCC(=O)C(=O)CO
2.0275,80.92,-0.1849,0.0306,0.2155,1146.6543,0.123716,-400.7437,-400.734884,-400.73394,-400.777754,32.53,C#Cc1cc[nH]c1OC
4.0722,69.56,-0.227,0.0288,0.2557,1248.5775,0.148123,-472.476644,-472.4668,-472.465856,-472.511906,35.422,CN(CC(N)=O)C(N)=O
1.9255,75.94,-0.2527,0.0817,0.3344,1670.4961,0.181488,-461.36549,-461.355555,-461.354611,-461.40135,35.227,CC1COC(CCO)O1
0.1831,96.02,-0.234,0.0272,0.2612,1855.1007,0.229064,-352.383063,-352.372918,-352.371974,-352.41861,38.103,CCCC1C=CC(C)C1
3.3119,64.54,-0.287,-0.1094,0.1776,1053.4877,0.079255,-468.76833,-468.761679,-468.760735,-468.800564,23.801,O=[N+]([O-])c1ccncn1
2.4751,80.47,-0.2552,0.0218,0.277,1163.7506,0.169872,-403.13204,-403.122786,-403.121842,-403.166141,34.433,CCC12C(=N)OC1C2C
0.8334,68.63,-0.2496,-0.0542,0.1955,1268.9795,0.134679,-459.010096,-459.001542,-459.000597,-459.044455,31.429,O=C1CC(=O)C(CO)C1
0.904,90.69,-0.2324,0.0783,0.3107,1440.5048,0.225795,-389.477961,-389.466488,-389.465544,-389.514234,41.617,CCC1C(OC)C1(C)C
19.6871,104.08,-0.1474,-0.0687,0.0787,2271.0306,0.157367,-456.318521,-456.307833,-456.306888,-456.35675,35.997,CNC=[NH+]CCC(=O)[O-]
3.1888,77.32,-0.2357,-0.0234,0.2123,1123.9283,0.156569,-423.056118,-423.04639,-423.045446,-423.091173,35.449,CC1C=CC(C)(O)C1=O
3.0164,74.25,-0.2552,0.0289,0.2841,1191.2903,0.144534,-439.073322,-439.063354,-439.06241,-439.107989,35.754,COC1C(C#N)C1(C)O
2.1623,82.43,-0.2265,0.0288,0.2553,1294.4583,0.179758,-420.404715,-420.393949,-420.393004,-420.440869,38.634,CN=C1NC(C)C1(C)O
1.3472,91.01,-0.2619,0.07,0.3319,1348.6618,0.24895,-390.69375,-390.68201,-390.681066,-390.728908,45.806,CC(C)(C)C(C)(C)CO
3.0253,82.97,-0.2449,-0.0196,0.2253,1168.2008,0.182999,-387.116142,-387.107483,-387.106538,-387.149205,33.49,CC1CCC2CC12C=O
1.5094,84.53,-0.2245,0.012,0.2365,1117.6249,0.182759,-387.068642,-387.060019,-387.059075,-387.101527,33.35,CC1C2=CCOC2C1C
3.2268,73.91,-0.2223,-0.0102,0.2122,1163.5245,0.137585,-418.017562,-418.009597,-418.008653,-418.050742,29.898,O=C1NC=CC1C1CN1
1.7609,71.91,-0.2521,0.0651,0.3172,1225.3585,0.156629,-460.123144,-460.113576,-460.112632,-460.15748,35.429,CC12OC1(CO)CC2O
1.9211,74.48,-0.2606,-0.0256,0.235,1515.1026,0.112091,-416.78679,-416.778055,-416.777111,-416.823227,29.223,CC#CCc1ncno1
2.3816,63.21,-0.2149,0.0733,0.2882,746.8404,0.131174,-383.690675,-383.684217,-383.683272,-383.720999,25.355,CC12C3COC1C2O3
5.0594,58.81,-0.2574,-0.0982,0.1592,944.4499,0.089567,-493.712169,-493.705275,-493.704331,-493.744079,25.197,O=C1OC2COC2C1=O
4.3292,69.4,-0.2751,0.0339,0.309,1320.5713,0.141667,-363.855168,-363.846487,-363.845543,-363.889166,30.586,N#CCC1CC1CO
0.3115,87.4,-0.2404,0.083,0.3235,1070.5775,0.206923,-351.141789,-351.133457,-351.132512,-351.173749,34.941,CC1(C)C2CC2C2CC21
2.5142,71.78,-0.246,-0.0307,0.2153,1162.38,0.157549,-460.182558,-460.173262,-460.172318,-460.21745,33.483,COC1OC(C)CC1=O
5.5935,60.74,-0.2265,-0.079,0.1475,858.1016,0.08634,-410.868578,-410.862088,-410.861144,-410.89925,24.382,Nc1cnc(=O)[nH]n1
3.3712,76.68,-0.2136,-0.0688,0.1448,1196.2448,0.112411,-453.944761,-453.936376,-453.935432,-453.977955,30.293,CN1C=CC(=NO)C1=O
1.6627,72.84,-0.1887,0.0466,0.2354,1255.9044,0.125728,-434.067018,-434.059011,-434.058067,-434.100333,29.863,Oc1cnc(N2CC2)[nH]1
4.3506,78.87,-0.2621,0.0327,0.2948,1330.3457,0.172051,-403.172625,-403.163548,-403.162604,-403.207551,33.025,CC(C#N)C1CCOC1
2.9644,77.97,-0.2145,-0.0073,0.2073,1037.3181,0.150954,-401.989219,-401.981855,-401.980911,-402.021176,29.094,O=C1NC=CC2CCC12
0.3004,88.19,-0.2122,0.0229,0.2351,1053.867,0.183379,-349.944629,-349.936609,-349.935665,-349.976482,33.164,CC12CC1C=CC21CC1
2.8393,75.1,-0.2152,-0.0495,0.1658,1131.6601,0.113085,-453.982118,-453.974275,-453.973331,-454.014543,29.673,Cc1coc(=N)c(O)n1
1.3657,73.66,-0.2537,0.0648,0.3186,1166.3429,0.182048,-461.368899,-461.359135,-461.358191,-461.403538,36.803,OCC1(O)CCCC1O
3.3892,75.72,-0.1917,0.0202,0.2119,1305.6389,0.137871,-418.085431,-418.076973,-418.076029,-418.119387,31.46,NC(=O)Cc1ccc[nH]1
2.2384,75.57,-0.1885,0.0345,0.2231,1171.5412,0.148408,-435.292508,-435.283052,-435.282107,-435.327431,33.528,CNc1c(O)ncn1C
0.4233,78.2,-0.2224,0.071,0.2934,1099.8513,0.181349,-424.215995,-424.206716,-424.205772,-424.24921,35.835,CC1(O)C2OCCC21C
1.0359,90.96,-0.2365,0.0597,0.2962,1653.2271,0.20101,-388.267211,-388.255224,-388.25428,-388.306021,41.833,CC#CCC(C)(C)OC
4.0217,72.19,-0.25,-0.0226,0.2274,1368.8541,0.157833,-460.166782,-460.157369,-460.156425,-460.20248,33.004,O=CCC1COCC1O
1.6971,83.83,-0.2328,0.0797,0.3125,1096.8632,0.208459,-388.309816,-388.301549,-388.300605,-388.342054,33.617,CC1CC2OCC1C2C
1.1344,72.92,-0.2273,0.0592,0.2864,855.9256,0.149896,-401.872034,-401.86568,-401.864736,-401.902342,26.952,CC12CN3C4C(OC41)C32
3.777,70.81,-0.2287,-0.0195,0.2092,1046.7845,0.123252,-437.832131,-437.823981,-437.823037,-437.864769,30.725,O=C1C2(O)CC2C12CN2
3.3824,75.69,-0.2407,-0.036,0.2047,1194.2817,0.132735,-455.184725,-455.174441,-455.173497,-455.221236,34.561,CN=C(NC=O)C(C)=O
1.3939,77.85,-0.2435,0.006,0.2496,1130.6806,0.160689,-423.00813,-423.000298,-422.999353,-423.040343,31.041,OC1CC2OCCC=C12
4.7951,74.91,-0.2492,0.0202,0.2694,1262.344,0.171025,-440.317286,-440.308096,-440.307151,-440.351278,34.961,CC1CC([NH3+])(C(=O)[O-])C1
1.2621,89.38,-0.2605,0.0763,0.3368,1643.8045,0.227497,-389.486563,-389.475862,-389.474918,-389.522276,40.22,CCC1(C)CC(CO)C1
3.2638,68.95,-0.2479,-0.0332,0.2147,1242.6605,0.13184,-458.973486,-458.964229,-458.963284,-459.00855,33.449,O=CCC1(O)CC(=O)C1
1.0563,76.89,-0.1862,0.0256,0.2117,1339.3849,0.147791,-439.093281,-439.084232,-439.083288,-439.127698,32.818,COCc1occc1N
2.4055,81.8,-0.2001,0.0501,0.2502,1263.124,0.170897,-403.189215,-403.179714,-403.17877,-403.22352,35.848,Cc1c[nH]cc1C(C)O
1.8593,71.17,-0.2436,-0.0617,0.182,1077.8223,0.136438,-458.990562,-458.982285,-458.981341,-459.023405,31.613,O=C1C=CCC(O)C1O
2.9064,63.69,-0.2864,-0.0841,0.2023,1038.7302,0.096176,-473.850026,-473.840528,-473.839584,-473.884708,32.778,CC(=O)C(O)(C#N)C=O
4.7183,83.7,-0.1996,-0.0015,0.1981,1164.238,0.160731,-419.244186,-419.235312,-419.234368,-419.277559,33.828,CC1=C(N)CCOC1=N
0.4586,82.57,-0.2365,0.0303,0.2667,1212.0258,0.158099,-381.982782,-381.973498,-381.972554,-382.016761,34.881,C#CC1(C2CN2)NC1C
3.6163,84.14,-0.2498,-0.0177,0.2321,2158.7026,0.121029,-400.72685,-400.715773,-400.714829,-400.767637,35.739,CC#CCC#CC(N)=O
1.4007,83.35,-0.2187,-0.0524,0.1663,969.2386,0.123613,-363.449229,-363.442069,-363.441125,-363.480486,29.03,C#CC12C3=CCN1C2C3
0.1335,96.61,-0.2375,0.0608,0.2983,2288.409,0.204121,-351.126201,-351.115283,-351.114339,-351.16393,38.833,CCC#CCC1CC1C
1.7321,71.55,-0.2544,0.0714,0.3258,1206.4489,0.157047,-460.107198,-460.097603,-460.096659,-460.141912,35.036,OCC1(C2CO2)CC1O
1.5595,83.27,-0.2392,0.0512,0.2903,1319.6959,0.156891,-385.822515,-385.813254,-385.81231,-385.856372,34.909,C#CC1(C)CC1C1CO1
2.0165,76.61,-0.2422,0.0047,0.2469,1284.7019,0.160089,-423.008916,-423.000616,-422.999672,-423.04213,31.655,OCC1C=CC2OC2C1
0.8448,60.2,-0.2412,0.0239,0.2651,807.3154,0.125535,-341.818686,-341.811117,-341.810173,-341.850638,26.145,CN=C1OCC1N
3.2162,70.05,-0.2676,-0.103,0.1646,1155.4043,0.100268,-469.96973,-469.961884,-469.96094,-470.002943,28.405,N=c1nc(CO)cno1
2.8173,70.65,-0.2673,-0.0169,0.2504,1085.7921,0.160446,-460.197818,-460.189525,-460.18858,-460.230714,31.932,O=C1OCCCCC1O
3.5346,63.92,-0.2629,0.0423,0.3052,1041.3487,0.126267,-475.059898,-475.052604,-475.05166,-475.091936,28.342,O=C1NC2C(O)CC2O1
2.5617,70.57,-0.2498,0.0791,0.3289,996.714,0.161175,-460.140737,-460.133118,-460.132174,-460.172441,30.758,OC1COCOC2CC12
4.0016,57.91,-0.2275,-0.0192,0.2082,723.9071,0.113865,-324.532283,-324.526042,-324.525098,-324.562727,22.878,O=CC1CC2NC12
0.0628,91.91,-0.2565,0.0815,0.338,1261.5398,0.229847,-352.367678,-352.357987,-352.357043,-352.401908,37.623,CC1CC(C)C2C(C)C12
1.2715,71.4,-0.2463,-0.0294,0.217,1019.985,0.118341,-362.646305,-362.638574,-362.637629,-362.678834,27.92,C#CC1=NC(C)CO1
4.5882,64.66,-0.2557,0.0106,0.2663,1079.2655,0.124526,-475.008666,-475.000777,-474.999833,-475.041808,29.194,O=C([O-])C1[NH2+]CC12CO2
3.1985,66.33,-0.2578,-0.0582,0.1997,1004.7527,0.111425,-457.742496,-457.734939,-457.733995,-457.774624,28.874,O=CC1(O)C=CC2OC21
2.0177,59.32,-0.2683,-0.0289,0.2394,759.7147,0.09668,-398.63778,-398.631548,-398.630604,-398.668162,23.52,O=C1OC=NC12CC2
2.7957,80.15,-0.1969,0.001,0.1978,1218.1914,0.136464,-426.04792,-426.039776,-426.038832,-426.080217,31.894,Cc1cc(F)ccc1N
0.9378,77.87,-0.2548,0.0411,0.2959,1204.1879,0.172925,-348.97196,-348.961901,-348.960957,-349.007271,36.377,C#CC(C)OC(C)C
2.4597,81.2,-0.2446,0.0767,0.3213,1248.3645,0.192533,-404.30553,-404.295673,-404.294729,-404.340354,37.092,CCC1(C2(C)CN2)CO1
1.3656,75.63,-0.1658,0.0503,0.216,1101.1368,0.139377,-418.016577,-418.008896,-418.007952,-418.048532,29.908,Nc1coc2c1CCN2
4.8649,80.42,-0.2611,0.0178,0.2789,1149.288,0.16121,-382.074617,-382.066663,-382.065718,-382.106692,31.636,CC12CCC(C#N)(C1)N2
1.4907,81.1,-0.2263,0.0745,0.3008,1089.0992,0.181667,-387.03603,-387.027423,-387.026479,-387.069014,33.706,CCC12OC3C(C1C)C32
1.3254,81.38,-0.2607,0.0777,0.3384,1258.7832,0.221445,-351.411389,-351.400608,-351.399664,-351.44693,39.109,CCC(CO)C(C)C
1.6928,70.64,-0.25,0.0529,0.303,1159.3244,0.15924,-460.112328,-460.103783,-460.102839,-460.14576,32.535,OCC1OC2CC(O)C12
3.0818,84.04,-0.2251,-0.0044,0.2207,1358.8278,0.170892,-399.357716,-399.348027,-399.347083,-399.392737,34.555,CCC1N=CNC1=NC
2.5882,77.08,-0.22,-0.0054,0.2147,1287.1451,0.148819,-439.127981,-439.119462,-439.118517,-439.161521,31.801,O=CNC1=CCCC1O
3.3961,70.04,-0.2505,0.0282,0.2788,886.1276,0.143595,-363.878418,-363.871258,-363.870314,-363.909515,27.738,CC12COC(=N)C1C2
2.936,87.18,-0.181,0.0283,0.2093,1211.4405,0.135942,-380.876604,-380.867479,-380.866535,-380.910115,34.031,C#Cc1ccn(C)c1N
1.8823,88.16,-0.2064,-0.0604,0.1461,1225.8398,0.102468,-395.728418,-395.720932,-395.719988,-395.760401,28.782,C#Cc1c[nH]c(=N)cn1
5.4641,64.77,-0.269,0.0117,0.2807,1372.6939,0.147184,-513.389812,-513.380332,-513.379388,-513.424472,34.886,[NH3+]CC(O)C(O)C(=O)[O-]
2.5809,63.65,-0.2565,0.057,0.3135,1124.7398,0.134397,-496.043976,-496.035187,-496.034242,-496.077806,32.638,OCC12OC1C(O)C2O
2.9377,82.45,-0.2249,0.0233,0.2482,1898.5541,0.181861,-424.223206,-424.213309,-424.212365,-424.259533,34.679,OCCCC1=CCOC1
2.5691,71.28,-0.2474,-0.0047,0.2427,1289.4191,0.147252,-476.179274,-476.170351,-476.169407,-476.213438,32.81,OCC1OCCC1=NO
1.8529,84.86,-0.2483,0.0561,0.3044,1481.8269,0.181489,-387.074475,-387.064871,-387.063927,-387.10983,35.556,C#CCC1CCC(C)O1
1.4445,88.13,-0.2315,0.0632,0.2947,1795.5216,0.181898,-387.078838,-387.068745,-387.0678,-387.117044,34.915,CC#CCC1CCCO1
1.755,80.83,-0.2423,0.0172,0.2595,1414.0714,0.18102,-424.233848,-424.224047,-424.223103,-424.268541,36.917,CC1(O)C=CC(CO)C1
4.601,71.59,-0.2138,-0.0314,0.1824,1210.4712,0.10186,-470.035917,-470.027885,-470.026941,-470.06845,29.824,Nc1cn(C=O)nc1O
2.7789,73.97,-0.2367,0.0141,0.2508,1064.9742,0.139616,-418.032155,-418.024967,-418.024023,-418.063721,28.653,OC1Cc2c[nH]nc2C1
0.7712,82.48,-0.2418,0.0483,0.2901,1196.0987,0.156812,-385.831035,-385.821763,-385.820819,-385.864535,35.641,C#CC1CC2(C)CC12O
2.8178,80.62,-0.2402,0.0297,0.2699,1881.393,0.186361,-366.265302,-366.25497,-366.254026,-366.302152,35.125,CCCN=COCC
4.655,67.37,-0.2942,-0.0127,0.2815,958.8751,0.114992,-362.631215,-362.62183,-362.620886,-362.665186,32.768,C#CC(O)(C#N)CC
2.7337,68.1,-0.208,-0.0103,0.1977,1117.9993,0.102107,-473.893345,-473.885795,-473.884851,-473.925008,29.54,Oc1cc(O)c(O)cn1
1.283,75.49,-0.2392,0.0144,0.2536,1475.9101,0.169306,-477.402107,-477.391649,-477.390705,-477.438416,36.598,COC=NC(CO)CO
4.8691,70.09,-0.2233,0.0079,0.2312,1023.651,0.127664,-437.892008,-437.885358,-437.884414,-437.923097,26.192,c1noc2c1CCCO2
1.3692,74.55,-0.2432,0.0666,0.3098,1279.941,0.171527,-440.22492,-440.215817,-440.214873,-440.259462,33.033,OCC1COC1C1CN1
6.5239,85.9,-0.2031,-0.0171,0.186,1312.0463,0.150124,-398.168569,-398.160304,-398.15936,-398.202103,30.772,CCn1ccc(=N)nc1
0.8042,68.02,-0.2495,-0.0334,0.2161,1142.7439,0.099768,-485.998463,-485.990902,-485.989958,-486.030893,28.032,Cc1ncc(F)cc1F
4.4357,76.17,-0.2637,0.0204,0.2841,930.3222,0.126522,-363.554934,-363.54863,-363.547686,-363.585489,26.1,N#CC12CC3C4C(C31)C42
3.684,70.78,-0.2264,-0.0209,0.2055,885.7217,0.139166,-421.84085,-421.834632,-421.833687,-421.871304,25.965,O=C1C2CC3CC2C1O3
1.7666,82.92,-0.2294,-0.0299,0.1995,1074.998,0.159957,-385.888606,-385.88064,-385.879695,-385.920673,31.622,CC12C=CC=CCC1O2
2.7377,72.04,-0.2252,-0.0346,0.1906,879.6043,0.126869,-400.754013,-400.747693,-400.746749,-400.784642,25.955,O=C1CC2C3C=CC1N32
2.9134,81.61,-0.2225,-0.092,0.1305,1248.5272,0.124411,-437.92233,-437.913933,-437.912989,-437.955781,30.004,O=CC1=C(C=O)NCC1
1.939,80.11,-0.2037,-0.024,0.1797,1092.1484,0.170088,-403.132832,-403.12396,-403.123016,-403.16644,33.244,CN1CCC12CCC2=O
2.4371,75.81,-0.2314,0.0049,0.2363,1358.1377,0.146917,-439.109711,-439.100461,-439.099517,-439.145383,31.965,COCc1ocnc1C
4.6218,69.22,-0.2466,-0.0238,0.2228,1268.4295,0.144859,-476.263475,-476.253314,-476.252369,-476.299438,36.259,CC(O)C(C=O)C(N)=O
3.2356,81.51,-0.2307,-0.0008,0.2299,1135.851,0.171293,-399.365153,-399.35585,-399.354906,-399.398918,35.009,CCC1(C)N=CNC1=N
1.8692,85.79,-0.2496,0.0499,0.2994,1476.91,0.180044,-387.052822,-387.042911,-387.041967,-387.08732,37.875,C#CC1CC(O)(CC)C1
1.4473,72.06,-0.2308,-0.0187,0.2121,1164.3145,0.113325,-461.979567,-461.972047,-461.971103,-462.011827,28.058,COc1cccc(F)n1
4.5339,69.65,-0.2793,-0.0225,0.2568,1229.6525,0.098497,-436.626311,-436.617524,-436.61658,-436.660761,31.089,C#CC1OC(C#N)C1O
1.6398,75.42,-0.2292,0.0692,0.2984,1031.4719,0.158459,-422.972147,-422.963582,-422.962638,-423.004628,33.549,CC12C(O)C3CC1C32O
3.6841,78.1,-0.2034,-0.0277,0.1758,1293.4988,0.124125,-437.955184,-437.946494,-437.94555,-437.989287,31.664,CC(=O)c1ccc(O)[nH]1
1.9468,79.01,-0.2258,0.0609,0.2867,1081.2243,0.180204,-424.199366,-424.189675,-424.188731,-424.232732,37.682,CC1(O)C2(C)CCC12O
3.9262,59.69,-0.2751,-0.0183,0.2567,828.1418,0.095886,-394.771609,-394.764052,-394.763108,-394.803559,26.969,N#CC1(N)COC1=N
4.2712,57.83,-0.2818,-0.0939,0.1879,893.5461,0.082582,-414.627187,-414.620071,-414.619126,-414.659095,24.323,Cc1nonc1C=O
3.5207,84.75,-0.2413,-0.0223,0.2189,1368.7712,0.167623,-403.144652,-403.133841,-403.132897,-403.181218,38.359,C#CC(=O)N(C)C(C)C
2.8364,78.82,-0.2999,-0.0125,0.2874,1195.7028,0.134666,-380.896698,-380.88717,-380.886226,-380.930962,33.916,CC1C(C#N)C1(C)C#N
1.8748,78.71,-0.2301,-0.0274,0.2027,1061.051,0.169335,-403.131356,-403.122293,-403.121349,-403.16513,33.995,CC1CN2CC(=O)C12C
2.4856,58.61,-0.2534,-0.0362,0.2172,873.7375,0.105003,-419.626357,-419.619045,-419.618101,-419.658635,25.742,O=CC1OCC12CO2
1.9343,78.39,-0.2369,0.0662,0.3031,1128.5259,0.180507,-424.19064,-424.181208,-424.180264,-424.224856,35.006,COC12CCC1(C)OC2
0.3824,73.4,-0.2681,-0.0547,0.2134,1164.9949,0.102142,-395.743162,-395.735533,-395.734589,-395.776783,27.357,C#CCc1ncncn1
3.0052,76.02,-0.2273,0.0316,0.2589,1039.0955,0.161818,-419.196221,-419.188459,-419.187515,-419.228567,30.072,CC1N=COC2CNC12
2.4614,81.52,-0.2373,0.0709,0.3082,1161.8752,0.196354,-404.332888,-404.324461,-404.323517,-404.365527,33.661,CC1CCOCC12CN2
3.0477,67.3,-0.196,0.048,0.244,1225.5782,0.123302,-475.077111,-475.068134,-475.06719,-475.111658,31.801,CCn1cc(O)oc1=O
1.4202,71.5,-0.2008,0.0751,0.2759,877.4594,0.153227,-347.725352,-347.717856,-347.716912,-347.756486,29.886,CC12CC1C1C(O)C12
2.5679,77.01,-0.2602,0.0146,0.2748,1126.8562,0.14602,-401.907589,-401.898907,-401.897963,-401.940606,32.792,CC1C2OC1(C)C2C#N
1.5298,82.76,-0.2118,-0.0046,0.2072,1031.8515,0.172026,-365.933823,-365.926239,-365.925295,-365.965694,30.945,CCC12C=CC3C1CN32
4.1538,89.68,-0.26,-0.0605,0.1995,2559.4954,0.132491,-384.642902,-384.632206,-384.631262,-384.681846,34.913,CCC#CCC#CC=O
2.247,73.57,-0.2465,-0.05,0.1965,1337.4521,0.15492,-460.193415,-460.182956,-460.182011,-460.229629,36.7,CC(=O)C(C)C(O)C=O
2.6432,81.83,-0.2326,0.0706,0.3033,1238.0278,0.193742,-404.300339,-404.290919,-404.289975,-404.334352,36.232,CC(O)C1CC2C(C)N12
0.5083,86.82,-0.2433,0.039,0.2823,2706.9178,0.178347,-424.174552,-424.162731,-424.161787,-424.215502,38.203,CC#CCOCCOC
2.2355,56.3,-0.2089,0.0214,0.2303,703.3451,0.104548,-336.845442,-336.838983,-336.838039,-336.875644,23.247,Cn1cnc(N)n1
1.7029,68.12,-0.2309,0.0689,0.2998,792.117,0.140942,-363.762078,-363.754752,-363.753808,-363.793092,28.55,CC12NC3C1OC32C
3.5048,79.4,-0.2299,-0.019,0.211,1341.8824,0.17109,-403.136508,-403.127882,-403.126938,-403.171523,31.762,O=CCN1C2CCCC21
3.9863,70.26,-0.2699,-0.0497,0.2202,1411.3507,0.133555,-455.147787,-455.137684,-455.13674,-455.183834,34.734,CNC(C#N)C(=O)CO
2.7957,71.94,-0.182,0.0091,0.191,1059.9729,0.104298,-432.89833,-432.891251,-432.890306,-432.929696,27.173,Nc1cc2ocnc2[nH]1
2.8357,77.01,-0.221,0.0077,0.2287,1465.2002,0.15834,-419.175902,-419.166596,-419.165652,-419.211096,33.117,CN1CC(OCC#N)C1
5.8585,70.39,-0.2325,-0.0044,0.228,993.0932,0.114631,-416.761749,-416.755027,-416.754083,-416.792853,26.552,N#CC12OC3CNC1C32
0.2033,80.98,-0.258,0.0809,0.3389,1020.0188,0.203015,-313.082677,-313.074982,-313.074038,-313.114231,31.089,CC1CCC2CC2C1
1.6795,78.31,-0.2235,0.0536,0.2771,1066.2201,0.159176,-385.791197,-385.78382,-385.782875,-385.823187,29.828,C1CC2(C1)C1C3OC3C12
1.147,78.49,-0.2479,0.0756,0.3235,1201.8375,0.181471,-424.173287,-424.163917,-424.162973,-424.208396,34.278,COC1(C2CC2)COC1
0.2415,89.82,-0.2413,0.0885,0.3298,1473.3976,0.206671,-351.115369,-351.106602,-351.105658,-351.149422,34.255,C1CC1CC12CCC1C2
2.6631,69.55,-0.2509,-0.0371,0.2138,970.3897,0.125365,-437.841907,-437.834899,-437.833954,-437.873572,26.885,O=CC12C3CN1C2CO3
3.5986,76.25,-0.2619,-0.1104,0.1515,1451.535,0.118452,-471.171898,-471.160927,-471.159983,-471.208981,36.486,CC([NH3+])c1onnc1[O-]
4.0757,73.19,-0.2604,0.0013,0.2617,1035.4015,0.137565,-417.980686,-417.972891,-417.971947,-418.013048,30.128,N#CC12NCC1CC2O
2.1042,73.33,-0.2499,0.0311,0.2811,979.2306,0.134929,-421.75362,-421.745242,-421.744298,-421.786123,32.661,C#CC1C2C(O)C(O)C12
2.3311,64.31,-0.2672,-0.0097,0.2574,1264.2322,0.133976,-496.108782,-496.099338,-496.098394,-496.14353,33.394,O=C1OCC1(O)CCO
4.9491,80.4,-0.2788,0.0294,0.3081,1749.4979,0.169765,-403.149578,-403.139731,-403.138787,-403.185235,35.574,N#CCC(O)CC1CC1
4.2401,77.22,-0.237,0.0357,0.2727,1507.6967,0.169707,-440.285748,-440.275788,-440.274843,-440.321774,35.505,CN(C=O)CC1CC1O
1.2829,72.27,-0.2416,-0.0062,0.2354,1480.5339,0.173416,-386.170418,-386.160242,-386.159297,-386.206511,35.605,CC(=O)CCC(C)O
3.9738,84.67,-0.2305,-0.0133,0.2173,1269.4265,0.169805,-403.219107,-403.209066,-403.208122,-403.254292,35.327,CC1=C(C)C(=O)N(C)C1
4.4607,79.64,-0.2411,0.024,0.2651,1394.3087,0.181026,-420.398762,-420.388198,-420.387254,-420.434811,37.871,CC(C#N)N(C)CCO
4.0946,69.82,-0.2557,-0.0219,0.2338,1455.0039,0.09266,-361.426091,-361.416862,-361.415918,-361.462986,30.679,C#CCC#CC(N)=O
4.0068,71.47,-0.2242,-0.0129,0.2113,1406.2164,0.111282,-457.815842,-457.807493,-457.806549,-457.849863,29.376,Cc1ccc(OC=O)o1
2.1871,76.97,-0.2162,-0.0421,0.1741,1389.7471,0.166518,-440.280855,-440.270184,-440.269239,-440.317183,36.944,CCN(C)C(C=O)C=O
1.5249,79.44,-0.2004,0.0155,0.2159,1448.1445,0.160273,-415.40061,-415.391086,-415.390141,-415.435557,33.898,CCNc1n[nH]nc1C
2.4311,77.95,-0.2532,0.0759,0.329,1271.681,0.184704,-424.217312,-424.209019,-424.208075,-424.250248,32.646,OCC1CC2CC2CO1
1.3829,85.54,-0.2264,0.0807,0.3071,1256.1495,0.20519,-388.292114,-388.282901,-388.281957,-388.326308,36.402,CC1(C)COC2(CC2)C1
0.906,74.54,-0.241,0.0631,0.3041,959.9825,0.158917,-422.980619,-422.972752,-422.971808,-423.012312,31.722,CC12CC3OC(C1)C32O
1.4879,89.16,-0.2461,0.0595,0.3056,1838.8662,0.201984,-388.254498,-388.24298,-388.242035,-388.292076,40.634,C#CCCC(CC)OC
1.1412,69.19,-0.164,0.0547,0.2188,1002.9606,0.130441,-379.950357,-379.941679,-379.940735,-379.983116,31.595,Cc1cc(N)c(O)[nH]1
2.0795,69.22,-0.2891,-0.071,0.2181,1220.0325,0.108565,-453.948987,-453.9392,-453.938256,-453.984463,33.112,CC(C#N)(C=O)OC=N
2.1089,66,-0.2136,0.0016,0.2152,1032.2947,0.091472,-452.759878,-452.753091,-452.752147,-452.791181,25.767,Nc1cc2ncoc2o1
1.7429,76.03,-0.2228,-0.0054,0.2175,996.7592,0.148311,-401.857846,-401.8504,-401.849455,-401.889895,29.246,COC12CN3C1C=CC32
